Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
FRANCIS PIESSE,0,1,0,3,0,0,0,0,0,0,0,4
FREECLAIM SERVICES LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
FRY & CO,0,0,0,0,0,0,0,0,0,3,1,4
FUJIOKA COMPANY LIMITED,0,1,0,1,0,0,0,0,0,2,0,4
FULFORDS ESTATE AGENTS,0,0,0,0,0,0,0,0,0,4,0,4
G H CORNISH LLP T/A CORNISH SIMPLY LEGAL,0,0,0,1,0,0,0,0,0,3,0,4
GARDEN HOUSE SOLICITORS,0,0,0,3,0,0,0,0,0,1,0,4
GENERAL HEALTHCARE GROUP LTD,0,0,0,0,0,0,0,0,0,3,1,4
GIBBONS MANNINGTON,0,0,0,0,0,0,0,0,0,4,0,4
GLOBAL ENERGY CONSULTANCY (UK) LTD,0,0,0,0,0,0,0,0,0,4,0,4
GOLDING HOMES,0,0,0,0,0,0,0,0,0,1,3,4
GORDONS SOLICITORS LLP,0,0,0,4,0,0,0,0,0,0,0,4
GOWENS LLP,0,1,0,2,0,0,0,0,0,1,0,4
GPW + CO LTD,0,0,0,0,0,0,0,0,0,4,0,4
GREENSLADE TAYLOR HUNT,0,0,0,0,0,0,0,0,0,0,4,4
GRIFFITHS KINGSLEY LTD,0,0,0,0,0,0,0,0,0,4,0,4
GRWP CYNEFIN,0,0,0,0,0,0,0,0,0,4,0,4
GURNEYS,0,0,0,0,0,0,0,0,0,4,0,4
H LAWRENCE & CO,0,1,0,1,0,0,0,0,0,1,1,4
HAMBRIDGE HOMES LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
HAMEED & CO,0,0,0,0,1,0,0,0,0,3,0,4
HARGREAVES BUILDING SERVICES LTD,0,0,0,0,0,0,0,0,0,4,0,4
HARROW MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,0,4,4
HASLAMS CHARTERED SURVEYORS LLP,0,0,0,0,0,0,0,0,0,4,0,4
HELEN GAGAN SOLICITOR,0,0,0,0,0,0,0,0,0,4,0,4
HEMANI PATHIRANA TA M M PATEL & CO,0,0,0,0,0,0,0,0,0,1,3,4
HERTFORD SOLUTIONS LLP,0,0,0,0,0,0,0,0,0,4,0,4
HEXLINK LTD T/A EXCEL PRPRTY SRVCS,0,0,0,0,0,0,0,0,0,4,0,4
HIGHLY EFFICIENT HEATING LTD,0,0,0,0,0,0,0,0,0,4,0,4
HILLARYS BLINDS LIMITED,0,0,0,1,0,0,0,0,0,3,0,4
HILTON SMYTHE COMMERCIAL (UK) LTD,0,0,0,0,0,0,0,0,0,0,4,4
HILTON UK HOTELS LTD,0,0,0,0,0,0,0,0,0,4,0,4
HOLLYBROOK LTD,0,0,0,0,0,0,0,0,1,1,2,4
HOLMESDALE BUILDING SOCIETY,0,0,0,1,3,0,0,0,0,0,0,4
HOME OFFICE,0,0,0,0,0,0,0,0,0,4,0,4
HOMES PROPERTY MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,2,2,4
HRS FAMILY LAW SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
HSBC BANK PLC,0,0,0,0,0,0,0,0,0,4,0,4
HSBC TRUSTEE (C.I.) LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
HUGHES ENTERPRISE LAW PRACTICE,0,0,0,0,0,0,0,0,0,4,0,4
HULME ASSOCIATES LTD,0,0,0,0,0,0,0,0,0,4,0,4
HUNTSMERE PROJECTS LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
IDEAL PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,0,4,4
IMRAN KHAN & PARTNERS,0,0,0,0,0,0,0,0,0,3,1,4
INITIAL FINANCE LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
INTEGRUM LAW,0,0,0,0,0,0,0,0,0,4,0,4
INTERNATIONAL GROUP LIMITED,0,0,0,0,0,0,0,0,0,2,2,4
IVES-KEELER & CO,0,0,0,0,0,0,0,0,0,2,2,4
IWC ESTATE PLANNING & MGMT LTD,0,0,0,0,0,0,0,0,0,4,0,4
J ROSS DEVELOPMENTS LTD,0,0,0,0,0,0,0,0,0,4,0,4
JACOBS ENGINEERING UK LTD,0,0,0,0,0,0,0,0,0,4,0,4
JAMES HAY PARTNERSHIP,0,0,0,0,0,0,0,0,0,4,0,4
JAMES MARTINDALE CONSULTANCY,0,0,0,0,0,0,0,0,0,3,1,4
JARDINE LLOYD THOMPSON GROUP PLC,0,0,0,0,0,0,0,0,0,4,0,4
JASON LOH DESIGNS LTD,0,0,0,0,0,0,0,0,0,2,2,4
JFS FINANCE LTD,0,0,0,0,0,0,0,0,0,4,0,4
JOHN FORD,0,0,0,0,0,0,0,0,4,0,0,4
JOHN HOOPER & CO LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
JOHN JAMES WATSON,0,0,0,0,0,0,0,0,0,4,0,4
JOHN SHEPHERD ESTATE AGENTS LTD,0,0,0,0,0,0,0,0,0,2,2,4
JUDE OWEN LAW (SOLS & ADVOCATES),0,0,0,2,1,0,0,0,0,1,0,4
JULIAN COHEN,0,0,0,1,0,0,0,0,0,2,1,4
JULIET BELLIS & CO,0,0,0,0,1,0,0,0,0,1,2,4
JUNGLE PROPERTY,0,0,0,0,0,0,0,0,0,4,0,4
JUST FAMILY LAW,0,0,0,0,0,0,0,0,0,4,0,4
K. J. DESBOTTES & CO,0,0,0,1,0,0,0,0,0,3,0,4
KAMBERLEY SOLICITORS,0,0,0,0,1,0,0,0,0,3,0,4
KANE KEEP LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
KEITH CARR,0,0,0,0,0,0,0,0,0,4,0,4
KELCEY & HALL SOLS & ADVOCATES,0,0,0,0,0,0,0,0,0,4,0,4
KENDALL WADLEY LLP,0,0,0,0,0,0,0,0,0,4,0,4
KING STREET SOLICITORS,0,0,0,1,0,0,0,0,0,3,0,4
KINGS (HARROW),0,0,0,0,0,0,0,0,0,3,1,4
KINGSTON MOREHEN CHTD SURVEYORS,0,0,0,0,0,0,0,0,0,4,0,4
KLSA LLP,0,0,0,0,1,0,0,0,0,3,0,4
KNAPFORD LEGAL SERVICES LTD,0,0,0,0,0,0,0,0,1,3,0,4
KPL SOLICITORS,0,0,0,0,0,0,0,0,0,2,2,4
KSEYE CAPITAL LLP,0,0,0,0,0,0,0,0,0,4,0,4
KYTE DEVELOPMENTS & INVEST LTD,0,0,0,0,0,0,0,0,0,1,3,4
LAND SEARCHES BUREAU LTD,0,0,0,0,0,0,0,0,0,4,0,4
LANDMARK ESTATES (GB) LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
LAW & CO SOLS LTD T/A LAW&CO SOLS,0,0,0,0,1,0,0,0,0,3,0,4
LAWGATE SOLICITORS LTD,0,0,0,1,0,0,0,0,0,3,0,4
LAWRENCE-VACHER LLP,0,0,0,0,0,0,0,0,0,2,2,4
LAWS AND FIENNES,0,0,0,0,0,0,0,0,0,4,0,4
LB OF RICHMOND UPON THAMES,0,0,0,0,0,0,0,0,0,4,0,4
LEA CROFT RESIDENTIAL LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
LEO GOATLEY & CO,0,0,0,3,0,0,0,0,0,1,0,4
LERWICK COMMER'L MORTGAGE CORP LTD,0,0,0,0,0,0,0,0,0,4,0,4
LEVANTERA DEVELOPMENTS LIMITED,0,4,0,0,0,0,0,0,0,0,0,4
LEVY REAL ESTATE LLP,0,0,0,0,0,0,0,0,0,0,4,4
LIGHT ROCK CAPITAL LTD,0,0,0,0,0,0,0,0,0,4,0,4
LIGHTWOOD PROPERTY CONSULTANTS LTD,0,0,0,0,0,0,0,0,0,3,1,4
LINCOLNS LAW SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
LISNERS LAW,0,2,0,2,0,0,0,0,0,0,0,4
LONDON BOROUGH OF CAMDEN,0,0,0,0,0,0,0,0,0,1,3,4
LONDON BOROUGH OF HILLINGDON,0,0,0,0,0,0,0,0,0,1,3,4
LONDON CLANCY PROP CONSULTANTS LTD,0,0,0,0,0,0,0,0,0,2,2,4
LONDON LAW PRACTICE LIMITED,1,0,0,0,0,0,0,0,0,3,0,4
LOVATT & CO,0,0,0,2,0,0,0,0,0,1,1,4
LPS SOLICITORS LTD,0,0,0,0,1,0,0,0,0,3,0,4
M I BANKS,0,0,0,4,0,0,0,0,0,0,0,4
MACLEISH LITTLESTONE COWAN,0,2,1,1,0,0,0,0,0,0,0,4
MAKIN DIXON SOLICITORS,0,0,0,0,0,0,0,0,0,2,2,4
MARK TAYLOR & COMPANY,0,0,0,0,0,0,0,0,0,4,0,4
MARTIN ROSS SOLICITOR,0,0,0,0,0,0,0,0,0,4,0,4
MARWIN SECURITIES LTD,0,0,0,0,0,0,0,0,0,4,0,4
MASON BULLOCK SOLICITORS,1,0,0,3,0,0,0,0,0,0,0,4
MAURICE HACKENBROCH & CO LTD,0,0,0,0,1,0,0,0,0,2,1,4
MAX SPIELMANN LIMITED,0,0,0,0,0,0,1,0,0,2,1,4
MAX TEBBITTS SOLICITORS LTD (T/A TEBBITTS & CO),0,1,0,0,0,0,0,0,0,3,0,4
MAYFLOWER LAW LTD,0,0,0,0,0,0,0,0,0,3,1,4
MC & LC PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
MEDCENTRES PLC,0,0,0,2,0,0,0,0,0,2,0,4
MELANIE CRAIG SOLICITORS,0,0,0,0,1,0,0,0,0,3,0,4
MERE COMMERCIAL LTD,0,0,0,0,0,0,0,0,0,4,0,4
MERTHYR VALLEYS HOMES LTD,0,0,0,0,0,0,0,0,0,4,0,4
MICHAEL KNIGHT,0,0,0,0,0,0,0,0,0,4,0,4
MILFORD PROPERTY MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,4,0,4
MOORE THOMPSON,0,0,0,0,0,0,0,0,0,4,0,4
MORGELAY LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
MORRISON SPOWART SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
MORTGAGE AGENCY SERVICES LIMITED,0,0,0,4,0,0,0,0,0,0,0,4
MOUNTAIN PARTNERSHIP,0,0,0,0,0,0,0,0,0,3,1,4
MOVEWITHUS,0,0,0,0,0,0,0,0,0,3,1,4
MR COLIN CANNINGS,0,0,0,0,0,0,0,0,0,4,0,4
MS-LEGAL SOLICITORS,0,1,0,0,0,0,0,0,0,2,1,4
MULBERRY PROPERTY DEVELOPMENTS LTD,0,0,0,0,0,0,0,0,0,0,4,4
NADAL PROPERTY CONSULTANCY LIMITED,0,0,0,0,0,0,0,0,0,2,2,4
NADINE WONG & CO,0,1,0,2,1,0,0,0,0,0,0,4
NAG LAW SOLICITORS LTD,0,0,0,1,0,0,0,0,0,2,1,4
NAOMI BANHAM LTD,0,0,0,0,0,0,0,0,0,3,1,4
NET COVERAGE SOLUTIONS LTD,0,0,0,0,0,0,0,0,0,3,1,4
NET SOLICITORS LIMITED,0,0,0,1,0,0,0,0,0,3,0,4
NEWBRIDGE CONSTRUCTION LIMITED,0,0,0,0,0,0,0,0,0,1,3,4
NEWLAW LEGAL LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
NICHOLAS GEE SOLICITOR,0,0,0,3,0,0,0,0,0,1,0,4
NICHOLSONS,1,0,0,2,0,0,0,0,0,1,0,4
NORTH SOMERSET COUNCIL,0,0,0,0,0,0,0,0,0,4,0,4
NOVUS SOLAR DEVELOPMENTS LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
NSL LIMITED,0,2,0,2,0,0,0,0,0,0,0,4
NUCLEUS SERVICES LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
O J BARKER LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
OCEAN HOUSING LTD,0,0,0,0,0,0,0,0,0,4,0,4
OJN SOLICITORS,0,2,0,2,0,0,0,0,0,0,0,4
OLTON DEVELOPMENTS LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
OMEGA GEOMATICS LTD,0,0,0,0,0,0,0,0,0,3,1,4
ONE PROPERTY GROUP (UK) LTD,0,0,0,0,0,0,0,0,0,4,0,4
OSMANS SOLICITORS,0,1,0,2,0,0,0,0,0,1,0,4
OTTEN PENNA LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
OUSE AND HUMBER DRAINAGE BOARD,0,0,0,0,0,0,0,0,0,4,0,4
OVERBURY STEWARD LTD,0,0,0,0,0,0,0,0,0,4,0,4
OXFORD CITY COUNCIL,0,0,0,0,0,0,0,0,0,4,0,4
OZORAN TURKAN SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
PARAGON BUILDING CONSULTANCY LTD,0,0,0,0,0,0,0,0,0,0,4,4
PATTERSON PANCHOLI & BAY LIMITED,0,0,0,0,1,0,1,0,0,1,1,4
PAUL PAVELEY & CO,0,0,0,2,0,0,0,0,0,2,0,4
PAULINE JONES RESID EST. MGMT LTD,0,0,0,0,0,0,0,0,0,3,1,4
PEAK DIST. NATIONAL PARK AUTHORITY,0,0,0,1,0,2,0,0,0,1,0,4
PEARL BAKER,0,0,0,0,0,0,0,0,0,4,0,4
PEGDEN & CO,0,0,0,0,0,0,0,0,0,3,1,4
PETER G GATES,0,0,0,1,0,0,0,0,0,2,1,4
PICKUP & SCOTT,1,0,0,3,0,0,0,0,0,0,0,4
PINIDIYA SOLICITORS,0,0,0,1,0,0,0,0,0,3,0,4
PL MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,4,0,4
PLATT HALPERN,0,0,0,2,0,0,0,0,0,2,0,4
POTTER RAPER PARTNERSHIP,0,0,0,0,0,0,0,0,0,4,0,4
PRINCIPLES LAW LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
PSG,0,0,0,0,0,0,0,0,4,0,0,4
R E O RUSSELL,0,0,0,0,0,0,0,0,0,2,2,4
R T LAW SOLICITORS,0,0,0,4,0,0,0,0,0,0,0,4
RAWLINSONS PROPERTY LTD,0,0,0,0,0,0,0,0,0,2,2,4
RENATA & CO SOLICITORS,0,0,0,1,1,0,0,0,0,2,0,4
RGC THORNTON,0,0,0,0,0,0,0,0,0,1,3,4
RICHARD MOSS SOLICITORS,0,0,0,0,0,0,0,0,0,2,2,4
ROBERT WILSON SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
ROBINSON & CO,0,0,0,0,0,0,0,0,0,4,0,4
ROBINSON MURPHY,0,1,0,1,0,0,1,0,0,1,0,4
ROPEMAKERS,0,0,0,0,0,0,0,0,0,3,1,4
RUDGE & COMPANY,0,0,0,0,4,0,0,0,0,0,0,4
S L RENTAL LTD,0,0,0,0,0,0,0,0,0,3,1,4
S S & D LICENSED CONVEYANCERS,0,0,0,0,0,0,0,0,0,4,0,4
SAFELAND PLC,0,0,0,0,0,0,0,0,0,4,0,4
SALLY LAWSON LTD T/A LAWSONS,0,0,0,0,0,0,0,0,0,4,0,4
SCOTT ANDREWS TRADING AS PALI 22,0,0,0,0,0,0,0,0,0,4,0,4
SCOTT-MONCRIEFF & ASSOCIATES LTD,0,0,0,1,0,0,0,0,0,3,0,4
SCOTTISH POWER ENERGY RETAIL LTD,0,0,0,0,0,0,0,0,0,4,0,4
SCUTT BEAUMONT,0,0,0,4,0,0,0,0,0,0,0,4
SEYMOURS SOLICITORS,0,0,0,0,0,0,0,0,0,3,1,4
SHAH LAW CHAMBERS,0,0,0,0,1,0,0,0,0,3,0,4
SHAHRIAR SOLICITORS LIMITED,0,0,0,2,0,0,0,0,0,2,0,4
SHAROW LEGAL SERVICES LTD,0,0,0,0,0,0,0,0,4,0,0,4
SHCE LTD,0,0,0,0,0,0,0,0,0,4,0,4
SIMO & CO SOLICITORS,0,0,0,0,0,0,0,0,0,3,1,4
"SIMON TAYLOR, SOLICITOR",0,0,0,2,2,0,0,0,0,0,0,4
SINEIDIN O'REILLY-NELSON,0,0,0,0,0,0,0,0,0,4,0,4
SJM BUTLER TRADING AS STEVE BUTLER,0,0,0,0,0,0,0,0,0,1,3,4
SMERDON TREE SERVICES,0,0,0,0,0,0,0,0,0,4,0,4
SMITH PEARMAN LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
SOLENT INVESTMENTS LTD,0,0,0,0,0,0,0,0,0,4,0,4
STEPHEN DEWAR LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
STERLING DEVELOPMENTS,0,0,0,0,0,0,0,0,0,4,0,4
STEVENS LUCAS SOLICITORS,0,0,0,0,0,0,0,0,0,3,1,4
STIMPSONS CONSULTANT SURVEYORS LTD,0,0,0,0,0,0,0,0,0,4,0,4
STRINGER SMITH & LEVETT,0,0,0,0,0,0,0,0,0,4,0,4
SUMMERS NIGH LAW LLP,0,0,0,2,0,0,0,0,0,2,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,2,2,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SVENSKA HANDELSBANKEN AB (PUBL),0,0,0,0,0,0,0,0,0,4,0,4
SYMPHONY HOUSING GROUP LTD/CPS,0,0,0,0,0,0,0,0,0,1,3,4
TARAK MEKNI T/A HIPP SOLUTIONS,0,0,0,0,0,0,0,0,0,4,0,4
TARGETFOLLOW ESTATES LIMITED,0,0,0,0,0,0,0,0,0,0,4,4
TAURUS TRUSTEES SERVICES LTD,0,0,0,0,0,0,0,0,0,4,0,4
TAYLER AND FLETCHER LLP,0,0,0,0,0,0,0,0,0,4,0,4
TAYLOR COTTON LLP,0,0,0,0,0,0,0,0,0,2,2,4
THE HACKNEY SOCIETY LIMITED,0,0,0,0,0,0,0,0,0,2,2,4
THE MORTGAGE TRADING COMPANY LTD,0,0,0,0,0,0,0,0,0,4,0,4
THOMPSONS SOLICITORS,0,0,0,0,0,0,0,0,1,3,0,4
TISH LEIBOVITCH,0,0,0,0,0,0,0,0,0,4,0,4
TN (UK) CONSULTANCY LIMITED,0,0,0,0,4,0,0,0,0,0,0,4
TOM WILKINSON & CO,0,0,0,0,0,0,0,0,0,4,0,4
TONY GEE AND PARTNERS LLP,0,0,0,0,0,0,0,0,0,4,0,4
TRAFFORD HOUSING TRUST LTD,0,0,0,0,0,0,0,0,0,4,0,4
TRUE DILIGENCE LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
UK BORDER AGENCY,0,0,0,0,0,0,0,0,0,4,0,4
UNITED HOME SERVICES LTD,0,0,0,0,0,0,0,0,0,4,0,4
URBANICITY DEVELOPMENTS LLP,0,0,0,0,0,0,0,0,0,4,0,4
VANDERBILT HOMES LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
WADDINGTON & SON,0,0,0,0,0,0,0,0,0,3,1,4
WAFER PHILLIPS SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
WAKE SMITH & TOFIELDS,0,0,1,3,0,0,0,0,0,0,0,4
WARDHOUSE INVESTMENTS LTD,0,0,0,0,0,0,0,0,0,4,0,4
WARING LAW LTD,0,0,0,0,0,0,0,0,0,3,1,4
WARWICK ENGINGEERING LTD,0,0,0,0,0,0,0,0,0,4,0,4
WATERFORDS SOLICITORS,0,0,0,1,0,0,0,0,0,3,0,4
WATFORD COMMUNITY HOUSING TRUST,0,0,0,0,0,0,0,0,0,1,3,4
WATKIN JONES & SON LTD,0,0,0,0,0,0,0,0,0,4,0,4
WELBECK SOLICITORS LLP,0,0,0,0,0,0,0,0,0,3,1,4
WILLIAMS SOLICITORS,0,0,0,0,0,0,0,0,0,4,0,4
WILLS MADE SIMPLE,0,0,0,0,0,0,0,0,0,4,0,4
WILSON FIELD LIMITED,0,0,0,3,0,0,0,0,1,0,0,4
WILTSHIRE COUNCIL,0,0,0,0,0,0,0,0,0,4,0,4
WINCHESTER CITY COUNCIL,0,0,0,0,0,0,0,0,0,4,0,4
WIRRAL PARTNERSHIP HOMES LTD,0,0,0,0,0,0,0,0,1,2,1,4
WMB LAW LTD,0,0,0,1,0,0,0,0,0,2,1,4
WOODLAND ENVIRONMENTAL LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
WOODWARD LANGSHAW LIMITED,0,0,0,0,1,0,0,0,0,3,0,4
WRIGHT AND CO SOLICITORS,0,0,0,4,0,0,0,0,0,0,0,4
15K LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
A S CROXSON,0,0,0,2,0,0,0,0,0,1,0,3
AARONS SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
AC LLOYD (ASSET MANAGEMENT) LTD,0,0,0,0,0,0,0,0,0,3,0,3
ACT CREDIT MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,3,0,3
ADAMS HENDRY CONSULTING LTD,0,0,0,0,0,0,0,0,0,3,0,3
ADDISON & KHAN SOLICITORS,0,0,0,0,0,0,0,0,0,3,0,3
AF HILL-LAW LIMITED,0,0,1,0,0,0,0,0,0,2,0,3
AITKEN HARTER,0,0,0,1,1,0,0,0,0,0,1,3
ALD LEGAL LIMITED,0,0,0,1,0,0,0,0,0,1,1,3
ALDER KING LLP,0,0,0,0,0,0,0,0,0,0,3,3
ALEXANDER DOBROVINSKY & PARTNERS,0,2,0,0,0,0,1,0,0,0,0,3
ALEXANDER NEIL SOLICITORS,0,0,0,0,1,0,0,0,0,1,1,3
ALISONS LEGAL PRACTICE,0,0,0,3,0,0,0,0,0,0,0,3
ALLIANCE MARKETING LTD,0,0,0,0,0,0,0,0,0,3,0,3
ALTHORP ESTATE,0,0,0,0,0,0,0,0,0,3,0,3
AMIRI CAPITAL SERVICES LIMITED,0,0,0,0,0,0,0,0,0,1,2,3
ANDREW SUTTON LAW,0,0,0,2,0,0,0,0,0,0,1,3
AOB UK LTD,0,0,0,0,0,0,0,0,0,2,1,3
APEIRON CAPITAL LIMITED,0,0,0,0,0,0,0,0,0,2,1,3
APEX SOLICITORS,0,0,0,0,0,0,0,0,0,3,0,3
ARCH (DEVELOPMENT PROJECTS) LTD,0,0,0,0,0,0,0,0,0,3,0,3
ASHLEY HOUSE PLC,0,0,0,0,0,0,0,0,0,1,2,3
ASKEY & SUTCLIFFE ASSOCIATES,0,0,0,0,0,0,0,0,0,3,0,3
AT LEGAL SOLICITORS,0,0,0,0,0,0,0,0,0,3,0,3
AURORA LAW (UK) LTD,0,0,0,0,0,0,0,0,0,1,2,3
AVISON YOUNG - UK LLP,0,0,0,0,0,0,0,0,0,1,2,3
BAILEY PARTNERSHIP,0,0,0,0,0,0,0,0,0,3,0,3
BAILORAN LIMITED,0,0,0,0,2,0,0,0,0,1,0,3
BAKER REIGN LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BANK OF IRELAND,0,0,0,0,0,0,0,0,0,3,0,3
BANSAL & CO,0,0,0,0,0,0,0,0,0,3,0,3
BARBARAJORDANONE LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BART WILLIAMS & CO SOLICITORS,0,0,0,1,1,0,0,0,0,1,0,3
BCS CONSULTING,0,0,0,0,0,0,0,0,0,3,0,3
BDO LLP,0,0,0,0,0,0,0,0,0,3,0,3
BELL LAX LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BELLFORD LTD,0,0,0,0,0,0,0,0,0,3,0,3
BERKELEY HOMES (SOUTHERN) LTD,0,0,0,0,0,0,0,0,0,0,3,3
BESPOKE LEGAL SERVICES,0,0,0,0,0,0,0,0,0,3,0,3
BEVAN & BUCKLAND,0,0,0,1,0,0,0,0,0,2,0,3
BICKLEY MARTIN LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BLAIR ESTATES LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BLUESTONE WEALTH MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,3,0,3
BOEING & WISE LLP,0,0,0,3,0,0,0,0,0,0,0,3
BOSSINGTON PORTFOLIO MANAGERS LTD,0,0,0,0,0,0,0,0,0,3,0,3
BRIDGING LINK LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BRIGHTON & HOVE CITY COUNCIL,0,0,0,0,0,0,0,0,0,2,1,3
BROADLAND DISTRICT COUNCIL,0,0,0,0,0,0,0,0,1,2,0,3
BROADLAND PROBATE SERVICES LTD%,0,0,0,0,0,0,0,0,0,3,0,3
BROOME PALMER SOLICITORS,0,1,1,1,0,0,0,0,0,0,0,3
BROTHERTON REAL ESTATE LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BURSTOW HOLDINGS LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
BUTTERFIELD MORTGAGES LIMITED,0,0,0,3,0,0,0,0,0,0,0,3
C J HURRION,0,0,0,2,1,0,0,0,0,0,0,3
C L MANAGEMENT SOLUTIONS,0,0,0,1,0,0,0,0,0,2,0,3
CANNOCK CHASE DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,3,0,3
CAPITAL LEGAL SOLICITORS,0,0,0,0,0,0,0,0,0,3,0,3
CAPITAL REAL ESTATE PARTNERS LLP,0,0,0,0,0,0,0,0,0,3,0,3
CARMARTHENSHIRE COUNTY COUNCIL,0,0,0,0,0,0,0,0,3,0,0,3
CARMELITE LAW PRACTICE,0,1,0,0,1,0,0,0,0,1,0,3
CHARLES ST BUILDINGS (LEICS) LTD,0,0,0,0,0,0,0,0,0,1,2,3
CHARTERHOUSE (CHELTENHAM) LTD,0,0,0,0,0,0,0,0,0,3,0,3
CHARTERHOUSE LAW LTD,0,0,0,0,0,0,0,0,0,3,0,3
CHAS R LOWE ESTATES,0,0,0,0,0,0,0,0,0,3,0,3
CHESTERTON GLOBAL LTD,0,0,0,0,0,0,0,0,0,3,0,3
CHRISTOPHER CHAPLIN,0,0,0,0,0,0,0,0,0,1,2,3
CHRISTOPHER LESLIE CROFTS,0,0,0,0,0,0,0,0,0,3,0,3
CHURCH OF ENGLAND PENSIONS BOARD,0,0,0,0,0,0,0,0,0,3,0,3
CLAIRE EUGENIE FLOOD,0,0,0,0,0,0,0,0,0,3,0,3
CLAIRE MURPHY LEGAL,0,0,0,0,0,0,0,0,0,3,0,3
CLIFFORD COWLING & CO,0,0,2,1,0,0,0,0,0,0,0,3
CNC SEARCHES LTD,0,0,0,0,0,0,0,0,1,2,0,3
COASTLINE HOUSING LTD,0,0,0,0,0,0,0,0,0,3,0,3
COLSTON AND COLSTON LLP,0,0,0,0,0,0,0,0,0,3,0,3
COMPANY REGISTRATIONS ONLINE LTD,0,0,0,0,0,0,0,0,0,3,0,3
CONCERTUS DESIGN&PROPERTY CON LTD,0,0,0,0,0,0,0,0,0,3,0,3
CORDELL & CORDELL UK LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
COUNTRYWIDE COMMERCIAL (UK) LTD,0,0,0,0,0,0,0,0,0,3,0,3
CREST NICHOLSON PLC EASTERN,0,0,0,0,0,0,0,0,0,2,1,3
CROSSMANS,0,0,1,1,0,0,0,0,0,1,0,3
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,3,0,3
CUCKFIELD PARISH COUNCIL,0,0,0,0,0,0,0,0,0,1,2,3
D & S MANAGEMENT SERVICES LTD,0,0,0,0,0,0,0,0,0,1,2,3
D J LAWSON & PARTNERS LLP,0,0,0,0,0,0,0,0,0,3,0,3
